,name,ground truth,slide_id
73,S-2008-000354_PAS_1of2_6455273e435c92704a3d4de9.png,0,S-2008-000354_PAS_1of2.svs
74,S-2008-000354_PAS_1of2_6455273e435c92704a3d4dea.png,0,S-2008-000354_PAS_1of2.svs
75,S-2008-000354_PAS_1of2_6455273e435c92704a3d4deb.png,0,S-2008-000354_PAS_1of2.svs
76,S-2008-000354_PAS_1of2_6455273e435c92704a3d4dec.png,0,S-2008-000354_PAS_1of2.svs
77,S-2008-000354_PAS_1of2_6455273e435c92704a3d4df1.png,1,S-2008-000354_PAS_1of2.svs
78,S-2010-004184_PAS_1of2_64552747435c92704a3d6525.png,0,S-2010-004184_PAS_1of2.svs
79,S-2010-004184_PAS_1of2_64552747435c92704a3d6526.png,0,S-2010-004184_PAS_1of2.svs
80,S-2010-004184_PAS_1of2_64552747435c92704a3d6527.png,0,S-2010-004184_PAS_1of2.svs
81,S-2010-004184_PAS_1of2_64552747435c92704a3d6528.png,0,S-2010-004184_PAS_1of2.svs
82,S-2010-004184_PAS_1of2_64552747435c92704a3d6529.png,0,S-2010-004184_PAS_1of2.svs
83,S-2010-004184_PAS_1of2_64552747435c92704a3d652a.png,0,S-2010-004184_PAS_1of2.svs
84,S-2010-004184_PAS_1of2_64552747435c92704a3d652b.png,0,S-2010-004184_PAS_1of2.svs
85,S-2010-004184_PAS_1of2_64552747435c92704a3d652c.png,0,S-2010-004184_PAS_1of2.svs
86,S-2010-004184_PAS_1of2_64552747435c92704a3d652d.png,0,S-2010-004184_PAS_1of2.svs
87,S-2010-004184_PAS_1of2_64552747435c92704a3d652f.png,0,S-2010-004184_PAS_1of2.svs
88,S-2010-004184_PAS_1of2_64552747435c92704a3d6530.png,0,S-2010-004184_PAS_1of2.svs
89,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b08.png,0,S-2010-004230_PAS_2of2.svs
90,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b09.png,0,S-2010-004230_PAS_2of2.svs
91,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b0a.png,0,S-2010-004230_PAS_2of2.svs
92,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b0d.png,0,S-2010-004230_PAS_2of2.svs
93,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b0e.png,0,S-2010-004230_PAS_2of2.svs
94,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b0f.png,0,S-2010-004230_PAS_2of2.svs
95,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b10.png,0,S-2010-004230_PAS_2of2.svs
96,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b13.png,0,S-2010-004230_PAS_2of2.svs
97,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b15.png,0,S-2010-004230_PAS_2of2.svs
98,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b16.png,0,S-2010-004230_PAS_2of2.svs
99,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b17.png,0,S-2010-004230_PAS_2of2.svs
100,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b18.png,0,S-2010-004230_PAS_2of2.svs
101,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b1a.png,0,S-2010-004230_PAS_2of2.svs
102,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b1b.png,0,S-2010-004230_PAS_2of2.svs
103,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b1c.png,0,S-2010-004230_PAS_2of2.svs
104,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b1d.png,0,S-2010-004230_PAS_2of2.svs
105,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b1e.png,0,S-2010-004230_PAS_2of2.svs
106,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b20.png,0,S-2010-004230_PAS_2of2.svs
107,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b21.png,0,S-2010-004230_PAS_2of2.svs
108,S-2010-004230_PAS_2of2_6455274b435c92704a3d6b23.png,0,S-2010-004230_PAS_2of2.svs
109,S-2010-004231_PAS_1of2_64552750435c92704a3d7592.png,0,S-2010-004231_PAS_1of2.svs
110,S-2010-004231_PAS_1of2_64552750435c92704a3d7593.png,0,S-2010-004231_PAS_1of2.svs
111,S-2010-004231_PAS_1of2_64552750435c92704a3d7594.png,0,S-2010-004231_PAS_1of2.svs
112,S-2010-004231_PAS_1of2_64552750435c92704a3d7595.png,0,S-2010-004231_PAS_1of2.svs
113,S-2010-004231_PAS_1of2_64552750435c92704a3d7597.png,0,S-2010-004231_PAS_1of2.svs
114,S-2010-004231_PAS_1of2_64552750435c92704a3d7598.png,0,S-2010-004231_PAS_1of2.svs
115,S-2010-004231_PAS_1of2_64552750435c92704a3d7599.png,0,S-2010-004231_PAS_1of2.svs
116,S-2010-004231_PAS_1of2_64552750435c92704a3d759a.png,0,S-2010-004231_PAS_1of2.svs
117,S-2010-004231_PAS_1of2_64552750435c92704a3d759b.png,0,S-2010-004231_PAS_1of2.svs
118,S-2010-004231_PAS_1of2_64552750435c92704a3d759c.png,0,S-2010-004231_PAS_1of2.svs
119,S-2010-004231_PAS_1of2_64552750435c92704a3d759e.png,0,S-2010-004231_PAS_1of2.svs
120,S-2010-004231_PAS_1of2_64552750435c92704a3d759f.png,0,S-2010-004231_PAS_1of2.svs
121,S-2010-004231_PAS_1of2_64552750435c92704a3d75a0.png,0,S-2010-004231_PAS_1of2.svs
122,S-2010-004231_PAS_1of2_64552750435c92704a3d75a1.png,0,S-2010-004231_PAS_1of2.svs
123,S-2010-004231_PAS_1of2_64552750435c92704a3d75a2.png,0,S-2010-004231_PAS_1of2.svs
124,S-2010-004231_PAS_1of2_64552750435c92704a3d75a3.png,0,S-2010-004231_PAS_1of2.svs
125,S-2010-004231_PAS_1of2_64552750435c92704a3d75a4.png,0,S-2010-004231_PAS_1of2.svs
126,S-2010-004231_PAS_1of2_64552750435c92704a3d75a5.png,0,S-2010-004231_PAS_1of2.svs
127,S-2010-004231_PAS_1of2_64552751435c92704a3d75a8.png,1,S-2010-004231_PAS_1of2.svs
128,S-2010-004231_PAS_1of2_64552751435c92704a3d75ab.png,1,S-2010-004231_PAS_1of2.svs
129,S-2010-004277_PAS_2of2_64552755435c92704a3d7e08.png,0,S-2010-004277_PAS_2of2.svs
130,S-2010-004277_PAS_2of2_64552755435c92704a3d7e09.png,0,S-2010-004277_PAS_2of2.svs
131,S-2010-004278_PAS_1of2_6455275a435c92704a3d81a8.png,0,S-2010-004278_PAS_1of2.svs
132,S-2010-004278_PAS_1of2_6455275a435c92704a3d81aa.png,0,S-2010-004278_PAS_1of2.svs
133,S-2010-004278_PAS_1of2_6455275a435c92704a3d81ab.png,0,S-2010-004278_PAS_1of2.svs
134,S-2010-004278_PAS_1of2_6455275a435c92704a3d81ac.png,0,S-2010-004278_PAS_1of2.svs
135,S-2010-004278_PAS_1of2_6455275a435c92704a3d81ad.png,0,S-2010-004278_PAS_1of2.svs
136,S-2010-004278_PAS_1of2_6455275a435c92704a3d81ae.png,0,S-2010-004278_PAS_1of2.svs
137,S-2010-004278_PAS_1of2_6455275a435c92704a3d81af.png,0,S-2010-004278_PAS_1of2.svs
138,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b1.png,0,S-2010-004278_PAS_1of2.svs
139,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b2.png,0,S-2010-004278_PAS_1of2.svs
140,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b5.png,0,S-2010-004278_PAS_1of2.svs
141,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b6.png,0,S-2010-004278_PAS_1of2.svs
142,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b7.png,0,S-2010-004278_PAS_1of2.svs
143,S-2010-004278_PAS_1of2_6455275a435c92704a3d81b8.png,0,S-2010-004278_PAS_1of2.svs
144,S-2010-004278_PAS_1of2_6455275a435c92704a3d81ba.png,0,S-2010-004278_PAS_1of2.svs
145,S-2010-004278_PAS_1of2_6455275a435c92704a3d81bb.png,0,S-2010-004278_PAS_1of2.svs
146,S-2010-004278_PAS_1of2_6455275a435c92704a3d81bc.png,0,S-2010-004278_PAS_1of2.svs
147,S-2010-004278_PAS_1of2_6455275a435c92704a3d81bd.png,0,S-2010-004278_PAS_1of2.svs
148,S-2010-004278_PAS_1of2_6455275a435c92704a3d81be.png,0,S-2010-004278_PAS_1of2.svs
149,S-2010-004278_PAS_1of2_6455275a435c92704a3d81c1.png,1,S-2010-004278_PAS_1of2.svs
150,S-2010-004325_PAS_1of2_6455276b435c92704a3d9958.png,0,S-2010-004325_PAS_1of2.svs
151,S-2010-004325_PAS_1of2_6455276b435c92704a3d995a.png,0,S-2010-004325_PAS_1of2.svs
152,S-2010-004325_PAS_1of2_6455276b435c92704a3d995b.png,0,S-2010-004325_PAS_1of2.svs
153,S-2010-004325_PAS_1of2_6455276b435c92704a3d995c.png,0,S-2010-004325_PAS_1of2.svs
154,S-2010-004325_PAS_1of2_6455276b435c92704a3d995e.png,0,S-2010-004325_PAS_1of2.svs
155,S-2010-004325_PAS_1of2_6455276b435c92704a3d995f.png,0,S-2010-004325_PAS_1of2.svs
156,S-2010-004325_PAS_1of2_6455276b435c92704a3d9960.png,0,S-2010-004325_PAS_1of2.svs
157,S-2010-004325_PAS_1of2_6455276b435c92704a3d9961.png,0,S-2010-004325_PAS_1of2.svs
158,S-2010-004325_PAS_1of2_6455276b435c92704a3d9962.png,0,S-2010-004325_PAS_1of2.svs
159,S-2010-004325_PAS_1of2_6455276b435c92704a3d9963.png,0,S-2010-004325_PAS_1of2.svs
160,S-2010-004325_PAS_1of2_6455276b435c92704a3d9964.png,0,S-2010-004325_PAS_1of2.svs
161,S-2010-004325_PAS_1of2_6455276b435c92704a3d9965.png,0,S-2010-004325_PAS_1of2.svs
162,S-2010-004325_PAS_1of2_6455276b435c92704a3d9967.png,0,S-2010-004325_PAS_1of2.svs
163,S-2010-004325_PAS_1of2_6455276b435c92704a3d9968.png,0,S-2010-004325_PAS_1of2.svs
164,S-2010-004325_PAS_1of2_6455276b435c92704a3d996a.png,0,S-2010-004325_PAS_1of2.svs
165,S-2010-004325_PAS_1of2_6455276b435c92704a3d996d.png,0,S-2010-004325_PAS_1of2.svs
166,S-2010-004325_PAS_1of2_6455276b435c92704a3d996e.png,0,S-2010-004325_PAS_1of2.svs
167,S-2010-004325_PAS_1of2_6455276b435c92704a3d996f.png,0,S-2010-004325_PAS_1of2.svs
168,S-2010-004325_PAS_1of2_6455276b435c92704a3d9972.png,1,S-2010-004325_PAS_1of2.svs
223,S-2010-012855_PAS_1of2_64552777435c92704a3dc147.png,0,S-2010-012855_PAS_1of2.svs
224,S-2010-012855_PAS_1of2_64552777435c92704a3dc148.png,0,S-2010-012855_PAS_1of2.svs
225,S-2010-012855_PAS_1of2_64552777435c92704a3dc149.png,0,S-2010-012855_PAS_1of2.svs
226,S-2010-012855_PAS_1of2_64552777435c92704a3dc14a.png,0,S-2010-012855_PAS_1of2.svs
227,S-2010-012855_PAS_1of2_64552777435c92704a3dc14b.png,0,S-2010-012855_PAS_1of2.svs
228,S-2010-012855_PAS_1of2_64552777435c92704a3dc14c.png,0,S-2010-012855_PAS_1of2.svs
229,S-2010-012855_PAS_1of2_64552777435c92704a3dc14d.png,0,S-2010-012855_PAS_1of2.svs
230,S-2010-012855_PAS_1of2_64552777435c92704a3dc14e.png,0,S-2010-012855_PAS_1of2.svs
231,S-2010-012855_PAS_1of2_64552777435c92704a3dc14f.png,0,S-2010-012855_PAS_1of2.svs
232,S-2010-012855_PAS_1of2_64552777435c92704a3dc150.png,0,S-2010-012855_PAS_1of2.svs
233,S-2010-012855_PAS_1of2_64552777435c92704a3dc151.png,0,S-2010-012855_PAS_1of2.svs
234,S-2010-012855_PAS_1of2_64552777435c92704a3dc152.png,0,S-2010-012855_PAS_1of2.svs
235,S-2010-012855_PAS_1of2_64552777435c92704a3dc157.png,0,S-2010-012855_PAS_1of2.svs
236,S-2010-012855_PAS_1of2_64552777435c92704a3dc158.png,0,S-2010-012855_PAS_1of2.svs
237,S-2010-012855_PAS_1of2_64552777435c92704a3dc159.png,0,S-2010-012855_PAS_1of2.svs
238,S-2010-012855_PAS_1of2_64552777435c92704a3dc15a.png,0,S-2010-012855_PAS_1of2.svs
239,S-2010-012855_PAS_1of2_64552777435c92704a3dc15c.png,0,S-2010-012855_PAS_1of2.svs
240,S-2010-012855_PAS_1of2_64552777435c92704a3dc15e.png,0,S-2010-012855_PAS_1of2.svs
241,S-2010-012855_PAS_1of2_64552777435c92704a3dc15f.png,0,S-2010-012855_PAS_1of2.svs
242,S-2010-012855_PAS_1of2_64552777435c92704a3dc160.png,0,S-2010-012855_PAS_1of2.svs
243,S-2010-012855_PAS_1of2_64552777435c92704a3dc163.png,0,S-2010-012855_PAS_1of2.svs
244,S-2010-012855_PAS_1of2_64552777435c92704a3dc165.png,0,S-2010-012855_PAS_1of2.svs
245,S-2010-012855_PAS_1of2_64552777435c92704a3dc167.png,0,S-2010-012855_PAS_1of2.svs
246,S-2010-012855_PAS_1of2_64552777435c92704a3dc168.png,0,S-2010-012855_PAS_1of2.svs
247,S-2010-012855_PAS_1of2_64552777435c92704a3dc169.png,0,S-2010-012855_PAS_1of2.svs
248,S-2010-012855_PAS_1of2_64552777435c92704a3dc16b.png,0,S-2010-012855_PAS_1of2.svs
249,S-2010-012855_PAS_1of2_64552777435c92704a3dc16c.png,0,S-2010-012855_PAS_1of2.svs
250,S-2010-012855_PAS_1of2_64552777435c92704a3dc16e.png,0,S-2010-012855_PAS_1of2.svs
251,S-2010-012855_PAS_1of2_64552777435c92704a3dc16f.png,0,S-2010-012855_PAS_1of2.svs
252,S-2010-012855_PAS_1of2_64552777435c92704a3dc170.png,0,S-2010-012855_PAS_1of2.svs
253,S-2010-012855_PAS_1of2_64552777435c92704a3dc171.png,0,S-2010-012855_PAS_1of2.svs
254,S-2010-012855_PAS_1of2_64552777435c92704a3dc172.png,0,S-2010-012855_PAS_1of2.svs
255,S-2010-012855_PAS_1of2_64552777435c92704a3dc173.png,0,S-2010-012855_PAS_1of2.svs
256,S-2010-012855_PAS_1of2_64552777435c92704a3dc174.png,0,S-2010-012855_PAS_1of2.svs
257,S-2010-012855_PAS_1of2_64552777435c92704a3dc175.png,0,S-2010-012855_PAS_1of2.svs
258,S-2010-012855_PAS_1of2_64552777435c92704a3dc177.png,0,S-2010-012855_PAS_1of2.svs
259,S-2010-012855_PAS_1of2_64552777435c92704a3dc178.png,0,S-2010-012855_PAS_1of2.svs
260,S-2010-012855_PAS_1of2_64552777435c92704a3dc179.png,0,S-2010-012855_PAS_1of2.svs
261,S-2010-012855_PAS_1of2_64552777435c92704a3dc17a.png,0,S-2010-012855_PAS_1of2.svs
262,S-2010-012855_PAS_1of2_64552777435c92704a3dc17c.png,0,S-2010-012855_PAS_1of2.svs
263,S-2010-012855_PAS_1of2_64552777435c92704a3dc17f.png,0,S-2010-012855_PAS_1of2.svs
264,S-2010-012855_PAS_1of2_64552777435c92704a3dc180.png,0,S-2010-012855_PAS_1of2.svs
265,S-2010-012855_PAS_1of2_64552778435c92704a3dc183.png,1,S-2010-012855_PAS_1of2.svs
266,S-2010-012855_PAS_1of2_64552778435c92704a3dc185.png,1,S-2010-012855_PAS_1of2.svs
267,S-2010-012855_PAS_1of2_64552778435c92704a3dc187.png,1,S-2010-012855_PAS_1of2.svs
268,S-2010-012855_PAS_1of2_64552778435c92704a3dc188.png,1,S-2010-012855_PAS_1of2.svs
269,S-2010-012855_PAS_1of2_64552778435c92704a3dc189.png,1,S-2010-012855_PAS_1of2.svs
270,S-2010-012855_PAS_1of2_64552778435c92704a3dc18a.png,1,S-2010-012855_PAS_1of2.svs
271,S-2010-012855_PAS_1of2_64552778435c92704a3dc18b.png,1,S-2010-012855_PAS_1of2.svs
272,S-2010-012855_PAS_1of2_64552778435c92704a3dc18c.png,1,S-2010-012855_PAS_1of2.svs
273,S-2010-012855_PAS_1of2_64552778435c92704a3dc18d.png,1,S-2010-012855_PAS_1of2.svs
274,S-2010-012855_PAS_1of2_64552778435c92704a3dc18f.png,1,S-2010-012855_PAS_1of2.svs
275,S-2010-012855_PAS_1of2_64552778435c92704a3dc190.png,1,S-2010-012855_PAS_1of2.svs
276,S-2010-012855_PAS_1of2_64552778435c92704a3dc191.png,1,S-2010-012855_PAS_1of2.svs
277,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8a9.png,0,S-2010-012948_PAS_2of2.svs
278,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8aa.png,0,S-2010-012948_PAS_2of2.svs
279,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8ab.png,0,S-2010-012948_PAS_2of2.svs
280,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8ac.png,0,S-2010-012948_PAS_2of2.svs
281,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8ae.png,0,S-2010-012948_PAS_2of2.svs
282,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8af.png,0,S-2010-012948_PAS_2of2.svs
283,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b0.png,0,S-2010-012948_PAS_2of2.svs
284,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b1.png,0,S-2010-012948_PAS_2of2.svs
285,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b2.png,0,S-2010-012948_PAS_2of2.svs
286,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b4.png,0,S-2010-012948_PAS_2of2.svs
287,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b6.png,0,S-2010-012948_PAS_2of2.svs
288,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8b7.png,0,S-2010-012948_PAS_2of2.svs
289,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8ba.png,0,S-2010-012948_PAS_2of2.svs
290,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8bb.png,0,S-2010-012948_PAS_2of2.svs
291,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8bc.png,0,S-2010-012948_PAS_2of2.svs
292,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8bd.png,0,S-2010-012948_PAS_2of2.svs
293,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8be.png,0,S-2010-012948_PAS_2of2.svs
294,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8bf.png,0,S-2010-012948_PAS_2of2.svs
295,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c0.png,0,S-2010-012948_PAS_2of2.svs
296,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c2.png,0,S-2010-012948_PAS_2of2.svs
297,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c3.png,0,S-2010-012948_PAS_2of2.svs
298,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c4.png,0,S-2010-012948_PAS_2of2.svs
299,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c5.png,0,S-2010-012948_PAS_2of2.svs
300,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c7.png,0,S-2010-012948_PAS_2of2.svs
301,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c8.png,0,S-2010-012948_PAS_2of2.svs
302,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8c9.png,0,S-2010-012948_PAS_2of2.svs
303,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8ca.png,0,S-2010-012948_PAS_2of2.svs
304,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8cb.png,0,S-2010-012948_PAS_2of2.svs
305,S-2010-012948_PAS_2of2_6455277e435c92704a3dd8cc.png,0,S-2010-012948_PAS_2of2.svs
306,S-2010-012949_PAS_1of2_64552783435c92704a3de236.png,0,S-2010-012949_PAS_1of2.svs
